"",".sample","target1","target2","line","group","gini"
"1",1,1,14,0.847490267038446,0.896468426452683,0.965530117388971
"2",2,1,14,0.350718233484317,0.875986977849541,0.972875478316326
"3",3,1,14,0.457451875243296,0.880289251758933,0.976770362320247
"4",4,1,14,0.507249457355454,0.857565166886227,0.959319209110881
"5",5,1,14,0.400312620760389,0.89612485187169,0.978846904266389
"6",6,1,14,0.597124302285469,0.906783711749112,0.970104319820766
"7",7,1,14,0.259873694643247,0.882543025495624,0.973399074750426
"8",8,1,14,0.3265199863487,0.870306573050575,0.968611903739805
"9",9,1,14,0.496246237556316,0.897108831405416,0.966441704750771
"10",10,1,14,0.383958023528495,0.859786646143518,0.975546077806122
"11",11,1,14,0.613756047024991,0.891929263235248,0.975153029118438
"12",12,1,14,0.594376728674371,0.908094462814318,0.966468898493919
"13",13,1,14,0.510026535509569,0.855634070199834,0.946376720111097
"14",14,1,14,0.0820211251944598,0.948896327823185,0.976894769651511
"15",15,1,14,0.521209130583431,0.895610937956082,0.970518867924528
"16",16,1,14,0.675371435869305,0.903011975190654,0.975876373088358
"17",17,1,14,0.299503122589853,0.874925115831181,0.979549750816291
"18",18,1,14,0.182584025377848,0.866317511956674,0.975886957770756
"19",19,1,14,0.279597875333408,0.922038588374072,0.979423868312757
"20",20,1,14,0.491712051380164,0.886908493397232,0.95827355697323
