"",".sample","target1","target2","line","group","gini"
"1",1,8,13,0.319344657052123,0.84395600836732,0.96041760977818
"2",2,8,13,0.309310493356908,0.883684134542822,0.966069720480391
"3",3,8,13,0.393300704940801,0.853446516469021,0.970711101776004
"4",4,8,13,0.376352675142522,0.856113920151155,0.953900495109286
"5",5,8,13,0.510373547395461,0.836632652084525,0.943364197530864
"6",6,8,13,0.193686185430698,0.826851952986284,0.971370018667316
"7",7,8,13,0.425749029523491,0.829166158035271,0.970530538473407
"8",8,8,13,0.655222124806842,0.860554730705192,0.968980930347476
"9",9,8,13,0.308026457894556,0.803131465229564,0.969241623920215
"10",10,8,13,0.180952503541527,0.807708637634547,0.962975
"11",11,8,13,0.151631202880485,0.837523412047969,0.979464645226799
"12",12,8,13,0.587226556406188,0.87460364967044,0.958084953653132
"13",13,8,13,0.203852613406389,0.914947771284254,0.96815736976339
"14",14,8,13,0.364896312483978,0.825715539819539,0.965539230690746
"15",15,8,13,0.55684369216794,0.860176979643244,0.977170275254422
"16",16,8,13,0.347659979947685,0.854464177875065,0.968613355921339
"17",17,8,13,0.426479082907225,0.846980450373867,0.975500927837201
"18",18,8,13,0.38002043471208,0.859714997462732,0.973582766439909
"19",19,8,13,0.498496528736179,0.830044403348999,0.965909969337009
"20",20,8,13,0.188973401063164,0.827950623522557,0.959625396106836
