"",".sample","target1","target2","line","group","gini"
"1",1,2,3,0.168388809862746,0.879824128293138,0.976077428780131
"2",2,2,3,0.841217304077979,0.931868829916413,0.971897679952409
"3",3,2,3,0.163526100507545,0.933579789015511,0.977585437326554
"4",4,2,3,0.680075872265374,0.914171307281448,0.969225
"5",5,2,3,0.650363353936388,0.910977142473875,0.962354570637119
"6",6,2,3,0.603910198921034,0.876803870650273,0.97278925492926
"7",7,2,3,0.592542793843091,0.898702042147618,0.967285919809845
"8",8,2,3,0.448180668895694,0.823584061445836,0.955833333333333
"9",9,2,3,0.578507278398546,0.886927520687276,0.974270567602041
"10",10,2,3,0.592988262472736,0.862777944028827,0.967869353776891
"11",11,2,3,0.44126802323218,0.856468193972403,0.958151460578126
"12",12,2,3,0.687734752419922,0.89447877827599,0.962603022899944
"13",13,2,3,0.477765020331931,0.838694380105912,0.95414201183432
"14",14,2,3,0.668169337753891,0.886437407168012,0.963891648097935
"15",15,2,3,0.608382567199273,0.860406947618482,0.954660916824197
"16",16,2,3,0.347243156362288,0.872222952632467,0.97379225127551
"17",17,2,3,0.697042425313181,0.886390478135907,0.978625457250915
"18",18,2,3,0.653802691161771,0.87806498485658,0.977067823236118
"19",19,2,3,0.646154740669254,0.890362151295265,0.979082712929445
"20",20,2,3,0.436108210714215,0.841135754830576,0.97801346395551
