"",".sample","target1","target2","line","group","gini"
"1",1,9,1,0.308237025584294,0.868611739812479,0.898384353741497
"2",2,9,1,0.380083773283696,0.730649143092223,0.86328125
"3",3,9,1,0.444698594601579,0.715615736923989,0.88296875
"4",4,9,1,0.157969826638199,0.789612025740799,0.923656509695291
"5",5,9,1,0.293906452668275,0.684690790831766,0.913634215500945
"6",6,9,1,0.323529273089573,0.7809913950768,0.926575825899422
"7",7,9,1,0.329645890786443,0.666143614742865,0.9189453125
"8",8,9,1,0.322564129096163,0.751455028362184,0.885230909922268
"9",9,9,1,0.64353761748728,0.789946854802566,0.912577479338843
"10",10,9,1,0.383544862993245,0.759826863246066,0.91
"11",11,9,1,0.369999850202235,0.740878732786464,0.90440778799351
"12",12,9,1,0.343032911407089,0.825970636470986,0.922200520833333
"13",13,9,1,0.240440584081364,0.69367255642038,0.876232741617357
"14",14,9,1,0.327283764433594,0.682467909588677,0.912588263939615
"15",15,9,1,0.601340361636284,0.763182407819894,0.927242553934841
"16",16,9,1,0.344746481964215,0.751514795506367,0.925496864704007
"17",17,9,1,0.329009147928044,0.781039688867876,0.90440778799351
"18",18,9,1,0.412051166508302,0.753480535187515,0.871647832686794
"19",19,9,1,0.493939504006139,0.753836289268358,0.816530612244898
"20",20,9,1,0.270303064855699,0.731440773114593,0.865575982459099
