"",".sample","target1","target2","line","group","gini"
"1",1,18,12,0.277514420882827,0.86090131274539,0.980492373136934
"2",2,18,12,0.633422481471948,0.874054311152363,0.979629516601562
"3",3,18,12,0.583291489441056,0.885815241255715,0.980459800735255
"4",4,18,12,0.186993657003341,0.82694928714006,0.963725
"5",5,18,12,0.423866371384741,0.906029476117567,0.973804885967048
"6",6,18,12,0.427763524924805,0.878168850836367,0.974558470507545
"7",7,18,12,0.400310848146454,0.834677019880301,0.931985648701825
"8",8,18,12,0.339474276045406,0.865831611571984,0.976464
"9",9,18,12,0.45423834322019,0.873118831844041,0.956774133141912
"10",10,18,12,0.495947909583829,0.890960809676355,0.96951275887574
"11",11,18,12,0.378670361197835,0.835398137929784,0.977143780522838
"12",12,18,12,0.188456330308715,0.926375098199398,0.973809523809524
"13",13,18,12,0.499458915662194,0.855355073099371,0.980998790723291
"14",14,18,12,0.22642762889445,0.816476782260628,0.956504410670635
"15",15,18,12,0.288555483036117,0.866113093284229,0.968448177907637
"16",16,18,12,0.417845886995319,0.837640062975359,0.964316080348602
"17",17,18,12,0.406987484203946,0.873029012247028,0.971993098224055
"18",18,18,12,0.755236096644325,0.865965904489892,0.974450288552853
"19",19,18,12,0.423711917856146,0.876782287033922,0.97565569910526
"20",20,18,12,0.372346242795126,0.857229715677784,0.957247848094026
