"",".sample","target1","target2","line","group","gini"
"1",1,18,13,0.496051341180758,0.866535921271369,0.965845321905928
"2",2,18,13,0.579286921507225,0.868364661156626,0.965283446712018
"3",3,18,13,0.263355593127595,0.82948655142114,0.968409959807862
"4",4,18,13,0.331929554036151,0.89045540876354,0.945746842792858
"5",5,18,13,0.430764693608776,0.856786937363227,0.975428130833536
"6",6,18,13,0.204104603225562,0.904315389516719,0.978315972222222
"7",7,18,13,0.516871910289818,0.891909483244203,0.969520971692634
"8",8,18,13,0.261670757671956,0.773684242749961,0.972694710537276
"9",9,18,13,0.537580727685307,0.877370416892901,0.972797731568998
"10",10,18,13,0.62308474511268,0.856654277760373,0.944905045351474
"11",11,18,13,0.575474427828343,0.894760200128364,0.97897515081873
"12",12,18,13,0.480460713521563,0.84539329843591,0.970097930784854
"13",13,18,13,0.467704652902446,0.948425901511595,0.98087331947112
"14",14,18,13,0.501172406825035,0.845543394830256,0.974147031737832
"15",15,18,13,0.647743455838921,0.886058452429992,0.951852718099502
"16",16,18,13,0.422269274157539,0.882882523524808,0.959166689038632
"17",17,18,13,0.27225734471136,0.882980911123325,0.968460392414333
"18",18,18,13,0.753510609069113,0.854794397936246,0.973063433566558
"19",19,18,13,0.140993388291759,0.845365445586762,0.976773918602173
"20",20,18,13,0.294888749934096,0.884201783057748,0.971734375331819
