"",".sample","target1","target2","line","group","gini"
"1",1,7,5,0.420222332815045,0.830638806834363,0.976260751471254
"2",2,7,5,0.472575170790516,0.868348176452891,0.973987603305785
"3",3,7,5,0.665653047394776,0.837159861408819,0.918498961218837
"4",4,7,5,0.393130894992934,0.831933137591428,0.972049382716049
"5",5,7,5,0.0576104195609874,0.895306181023377,0.96516633010947
"6",6,7,5,0.396675120076111,0.81285517479105,0.978098694026414
"7",7,7,5,0.726945429213205,0.884811012670952,0.972778769644471
"8",8,7,5,0.259925117465802,0.832737265206883,0.978025822573928
"9",9,7,5,0.634740351156521,0.893929822767497,0.973100432682402
"10",10,7,5,0.484762663122309,0.895093994471287,0.974342737356974
"11",11,7,5,0.201136518390377,0.820001426473331,0.959150519848771
"12",12,7,5,0.567247384096472,0.883239539699407,0.967171717171717
"13",13,7,5,0.399148567010361,0.835154504809802,0.976118518518518
"14",14,7,5,0.397057101189309,0.826988291252404,0.959323647154335
"15",15,7,5,0.571716303896876,0.885579486333996,0.976731549224708
"16",16,7,5,0.533873285925335,0.872421597831388,0.958670450428692
"17",17,7,5,0.290892115498001,0.827854195133363,0.970150231461263
"18",18,7,5,0.156360878546605,0.826954580852016,0.978468504197237
"19",19,7,5,0.386011001846604,0.832366449806925,0.973155588020453
"20",20,7,5,0.403045344083363,0.834952654886241,0.971989211917858
