"",".sample","target1","target2","line","group","gini"
"1",1,14,11,0.293529402426425,0.843628697483243,0.977678962203043
"2",2,14,11,0.237602048933606,0.803055187629591,0.969846141581633
"3",3,14,11,0.474583551002438,0.841560708670508,0.965824585894923
"4",4,14,11,0.352276628023184,0.830927139746554,0.976809175415785
"5",5,14,11,0.382127871770396,0.841677338264648,0.978979472569216
"6",6,14,11,0.239547500484553,0.860986022764242,0.969035419915349
"7",7,14,11,0.41224922260839,0.858189151840665,0.968262915400451
"8",8,14,11,0.404969224125221,0.855683204667659,0.978325697625989
"9",9,14,11,0.387830146965994,0.834948517990632,0.980316386909794
"10",10,14,11,0.604544620683796,0.864206634411076,0.965948722782543
"11",11,14,11,0.166290027764664,0.897848016191853,0.952032653061225
"12",12,14,11,0.502976452797021,0.852819913699833,0.96811322568243
"13",13,14,11,0.510889583828589,0.842596668607524,0.975149398198805
"14",14,14,11,0.655296780540149,0.837866018730171,0.973004607609988
"15",15,14,11,0.175693357679688,0.796773056984611,0.965446159396016
"16",16,14,11,0.191805168807117,0.857919924683487,0.973358196159122
"17",17,14,11,0.60305137395959,0.881254301431277,0.973100994513032
"18",18,14,11,0.45850660414844,0.861142989268731,0.957311906501096
"19",19,14,11,0.48547942459227,0.843602876884515,0.970170096838442
"20",20,14,11,0.138803748066333,0.835505298412673,0.970321537104205
