"",".sample","target1","target2","line","group","gini"
"1",1,4,1,0.312637089823751,0.953241227930742,0.975696648307774
"2",2,4,1,0.555615524274469,0.857799121954506,0.972170436423261
"3",3,4,1,0.262883116012487,0.872538077420851,0.973723723723724
"4",4,4,1,0.742362108853963,0.882730460723918,0.979991670137443
"5",5,4,1,0.482066103057778,0.859282121066388,0.972822852608609
"6",6,4,1,0.514732399920358,0.867571901580899,0.966603654694392
"7",7,4,1,0.665585044601488,0.911611785068687,0.969831389079502
"8",8,4,1,0.341572932090213,0.851122042681293,0.962341557265731
"9",9,4,1,0.615778017899496,0.881816124310191,0.97476370510397
"10",10,4,1,0.386320452935498,0.904657887442064,0.972115468599878
"11",11,4,1,0.216897097427599,0.820541368011099,0.954166666666667
"12",12,4,1,0.624229550489391,0.916722308663862,0.974057175604488
"13",13,4,1,0.638720874104741,0.860904953208894,0.972141780555132
"14",14,4,1,0.368253545386959,0.88582428406788,0.976576296842555
"15",15,4,1,0.344736384797775,0.833235852269578,0.953852563474169
"16",16,4,1,0.595915326005791,0.880173074887012,0.974692112848284
"17",17,4,1,0.597924962140015,0.883643466426221,0.980387651384083
"18",18,4,1,0.354223690235173,0.830763450932672,0.979600591715976
"19",19,4,1,0.302551948595049,0.873186373675178,0.968623358974981
"20",20,4,1,0.40245526859734,0.83992393578296,0.970228909465021
