"",".sample","target1","target2","line","group","gini"
"1",1,12,5,0.356217924573069,0.870247041980485,0.975625797193878
"2",2,12,5,0.62212834082193,0.82670849820339,0.969654769659262
"3",3,12,5,0.596002439098988,0.872592878325356,0.965896337108458
"4",4,12,5,0.498694945770638,0.869175794608792,0.964721361804775
"5",5,12,5,0.391906550677076,0.903304899188069,0.971188965782391
"6",6,12,5,0.572096476257987,0.887447800761054,0.963351779513889
"7",7,12,5,0.63701310135432,0.862424306251294,0.975528200757265
"8",8,12,5,0.320508039377513,0.877199353252787,0.973669908734844
"9",9,12,5,0.393330263224288,0.868499797299226,0.95319404115642
"10",10,12,5,0.209188903075919,0.82764211438633,0.959555569121822
"11",11,12,5,0.439685331502658,0.863944498803047,0.977106172839506
"12",12,12,5,0.751749161322946,0.895525281855918,0.971235865899623
"13",13,12,5,0.631734467242993,0.891700966511882,0.976368548829196
"14",14,12,5,0.538584161774881,0.871152626840171,0.977740689708708
"15",15,12,5,0.359906800794956,0.825203893709787,0.970964836713917
"16",16,12,5,0.283375790895203,0.843032130663337,0.967863894139887
"17",17,12,5,0.484748246106136,0.850498461159892,0.959993136778289
"18",18,12,5,0.342484668303087,0.782694179447682,0.969628752741175
"19",19,12,5,0.284289214601986,0.860758008226786,0.975814621746579
"20",20,12,5,0.257303160318095,0.855734341176918,0.96605732828556
