"",".sample","target1","target2","line","group","gini"
"1",1,17,4,0.387530439526456,0.738249997587729,0.907652785289346
"2",2,17,4,0.440354775447344,0.806781141003335,0.925760099958351
"3",3,17,4,0.376745606915956,0.704343835079602,0.835829072315559
"4",4,17,4,0.078893025486881,0.869471109759004,0.902975778546713
"5",5,17,4,0.439015016164711,0.733640842008346,0.91
"6",6,17,4,0.152434927117629,0.691245304877059,0.923885880882965
"7",7,17,4,0.268416582047825,0.717997398581113,0.914530993561419
"8",8,17,4,0.466006853347427,0.758183425906938,0.885230909922268
"9",9,17,4,0.508143070427049,0.797135895329801,0.926844199571472
"10",10,17,4,0.443723364347045,0.781075249775942,0.927137336223961
"11",11,17,4,0.349540497076546,0.703987422686309,0.925760099958351
"12",12,17,4,0.211823404542032,0.767613409867434,0.907652785289346
"13",13,17,4,0.45608865080398,0.808674267514984,0.910360110803324
"14",14,17,4,0.467695959093692,0.707061602770291,0.9189453125
"15",15,17,4,0.522548966799007,0.751406246927357,0.921481760769158
"16",16,17,4,0.533565938041969,0.805242175514662,0.845937324075812
"17",17,17,4,0.684787024672436,0.726624984442472,0.922001921565202
"18",18,17,4,0.554905589157966,0.750291644460986,0.848977355734112
"19",19,17,4,0.532715008077204,0.758328679405782,0.888888888888889
"20",20,17,4,0.51265751931834,0.781784024918765,0.877218934911243
