"",".sample","target1","target2","line","group","gini"
"1",1,5,1,0.169763246192158,0.867442567758291,0.922326869806094
"2",2,5,1,0.50873506597108,0.763035872239481,0.928200692041522
"3",3,5,1,0.464473891999431,0.790997116732162,0.898384353741497
"4",4,5,1,0.267399258791045,0.708561650853439,0.843685494464252
"5",5,5,1,0.728552044167564,0.815773550071114,0.922326869806094
"6",6,5,1,0.295003559820331,0.684355559315788,0.90738813735692
"7",7,5,1,0.619532094080816,0.804592139237621,0.911301724950514
"8",8,5,1,0.452221760200756,0.722239984412371,0.904814814814815
"9",9,5,1,0.416788643914254,0.708200399086927,0.865575982459099
"10",10,5,1,0.192075662191729,0.740757782769347,0.917178638941399
"11",11,5,1,0.536521552202739,0.748481423985611,0.924221490062706
"12",12,5,1,0.414425733099812,0.732493038540852,0.8732741617357
"13",13,5,1,0.476453955590237,0.706318692732211,0.9251
"14",14,5,1,0.442078412499882,0.826611285689435,0.921262573707943
"15",15,5,1,0.469431428863836,0.742970738408821,0.919498010407101
"16",16,5,1,0.271052139273439,0.767367413885596,0.88296875
"17",17,5,1,0.444505159613557,0.752062996197579,0.921670740780104
"18",18,5,1,0.406503203471561,0.720507374324425,0.894854253420583
"19",19,5,1,0.250848996431433,0.669287060794078,0.905604338842975
"20",20,5,1,0.358605924840533,0.637383416028509,0.858827610128339
