"",".sample","target1","target2","line","group","gini"
"1",1,5,18,0.385737958743777,0.710160736864503,0.880527210884354
"2",2,5,18,0.481282896370104,0.765160939544644,0.923171104989287
"3",3,5,18,0.223768513048213,0.696368500614279,0.919875130072841
"4",4,5,18,0.380795474819629,0.663736386583143,0.923223140495868
"5",5,5,18,0.621101743443396,0.695890505200356,0.917809415669491
"6",6,5,18,0.547296414996047,0.794850639334912,0.917178638941399
"7",7,5,18,0.356608951454248,0.733562527246213,0.896501669327914
"8",8,5,18,0.33486602507042,0.648134506351499,0.829994048799841
"9",9,5,18,0.503895786027075,0.789134956978689,0.822852608609403
"10",10,5,18,0.22660266420039,0.640771245000437,0.92772633744856
"11",11,5,18,0.605835345440279,0.778318202692234,0.87211210705719
"12",12,5,18,0.291327972323506,0.740232658372328,0.919305293005671
"13",13,5,18,0.247453297336972,0.774912609727287,0.894672796106003
"14",14,5,18,0.280171152885815,0.659834436826495,0.780925605536332
"15",15,5,18,0.434993561933919,0.797871533027625,0.913634215500945
"16",16,5,18,0.445213087177661,0.81474923947039,0.906841535965387
"17",17,5,18,0.516699365185535,0.737330025152096,0.910766347355269
"18",18,5,18,0.167918392243857,0.894702791688543,0.898243576716505
"19",19,5,18,0.401752461219809,0.715851239307169,0.8384
"20",20,5,18,0.0646922519684274,0.69581954042075,0.89938139123848
