"",".sample","target1","target2","line","group","gini"
"1",1,12,9,0.598312880168028,0.900614324188708,0.97846111465023
"2",2,12,9,0.514844493212971,0.87034643648908,0.957682889501071
"3",3,12,9,0.613978992042968,0.920009993735499,0.958404252142495
"4",4,12,9,0.511364038391676,0.880656083065776,0.979592179521634
"5",5,12,9,0.191419622874807,0.875075621498627,0.971681990265008
"6",6,12,9,0.451345305766094,0.913511326598858,0.977383584807492
"7",7,12,9,0.559128903539608,0.913356628585984,0.970163257646838
"8",8,12,9,0.225037078870853,0.863087692375906,0.975768666170645
"9",9,12,9,0.0108700608477535,0.955034022840129,0.967679158448389
"10",10,12,9,0.449013638742019,0.889356048481547,0.962302558684841
"11",11,12,9,0.237836011331788,0.864925245189055,0.974877359892969
"12",12,12,9,0.849750586126195,0.909765088228335,0.974499054820416
"13",13,12,9,0.255608915161583,0.877861852485238,0.968851093030095
"14",14,12,9,0.588044830648849,0.862602439226075,0.969546313799622
"15",15,12,9,0.563721071403905,0.886523625028352,0.967919812414646
"16",16,12,9,0.664421276069742,0.880465722705479,0.964399005486968
"17",17,12,9,0.614995441112721,0.916144455539917,0.97012431034088
"18",18,12,9,0.394073997877026,0.893944989772578,0.970025494418455
"19",19,12,9,0.484798409117806,0.891814999958805,0.968709101725164
"20",20,12,9,0.424036079161621,0.876885262423479,0.969461805555556
