"",".sample","target1","target2","line","group","gini"
"1",1,6,1,0.0195939815903289,0.92759758925624,0.976502710459184
"2",2,6,1,0.445284998096295,0.883800687823929,0.97623975326678
"3",3,6,1,0.677755973814003,0.882981180784782,0.964628533859303
"4",4,6,1,0.498605759171035,0.844359574738926,0.974111128826531
"5",5,6,1,0.637089684356679,0.906132660146857,0.973321594561946
"6",6,6,1,0.847306268684065,0.921819186170521,0.973607960288403
"7",7,6,1,0.515294488293334,0.83502039503114,0.965437200285685
"8",8,6,1,0.534800414428905,0.891981712518454,0.961945450430059
"9",9,6,1,0.434410713656984,0.873542991947231,0.946128947020742
"10",10,6,1,0.623572301645655,0.863416189654235,0.968359384864019
"11",11,6,1,0.585309566703474,0.87203897261507,0.965826709756311
"12",12,6,1,0.394128376337274,0.884433005832297,0.945330215419501
"13",13,6,1,0.633083509734684,0.911858030272067,0.97006749260355
"14",14,6,1,0.579162436896593,0.870154657123005,0.967713674663094
"15",15,6,1,0.591727928485052,0.893835008102093,0.9790254060808
"16",16,6,1,0.341499872272584,0.766300835536577,0.922711111111111
"17",17,6,1,0.492590771719656,0.870665915059928,0.971867521969072
"18",18,6,1,0.335016177545379,0.827618988161169,0.978417159763314
"19",19,6,1,0.651900073566358,0.900820705897245,0.97339593114241
"20",20,6,1,0.568266471894997,0.882021192372237,0.97202812472705
