"",".sample","target1","target2","line","group","gini"
"1",1,14,4,0.39056399685214,0.727135510407456,0.885230909922268
"2",2,14,4,0.711073314249068,0.839690639014171,0.88671875
"3",3,14,4,0.447601917495861,0.801142765274529,0.923171104989287
"4",4,14,4,0.143082656796774,0.925141483585522,0.893017854550733
"5",5,14,4,0.523390771088848,0.767244301654586,0.90738813735692
"6",6,14,4,0.634626158359071,0.857708845193383,0.900515259611574
"7",7,14,4,0.465539125789464,0.754830599364019,0.924223115380845
"8",8,14,4,0.599306867207364,0.822086312686837,0.92372730509078
"9",9,14,4,0.342260413533905,0.783551865474131,0.914530993561419
"10",10,14,4,0.453810899535654,0.815454694920479,0.851408331927813
"11",11,14,4,0.59911160786998,0.823757886963838,0.923656509695291
"12",12,14,4,0.40198240037067,0.794549237725596,0.896501669327914
"13",13,14,4,0.622346080860885,0.813916959890559,0.900515259611574
"14",14,14,4,0.857906427057525,0.802069480209075,0.8808245028306
"15",15,14,4,0.220167687114453,0.604878639454339,0.902292060491493
"16",16,14,4,0.399615230505578,0.695126941281852,0.757396449704142
"17",17,14,4,0.686896293484772,0.816084239280262,0.8732741617357
"18",18,14,4,0.435016997724208,0.825495026668378,0.89128494943486
"19",19,14,4,0.530469498324481,0.771354795399564,0.925619834710744
"20",20,14,4,0.65250232788088,0.835388725148112,0.900351541373716
