"",".sample","target1","target2","line","group","gini"
"1",1,13,2,0.337746230162066,0.787825679813362,0.973829732510288
"2",2,13,2,0.393611147747645,0.903198829004215,0.967725
"3",3,13,2,0.526864093219702,0.850288817218023,0.953338775510204
"4",4,13,2,0.629306438189215,0.881188771154985,0.962896957996089
"5",5,13,2,0.239056906662124,0.855691343649758,0.91713842220599
"6",6,13,2,0.420476368838567,0.843372398002539,0.971724575663889
"7",7,13,2,0.382931559991483,0.867116226849274,0.971505560135937
"8",8,13,2,0.457220932132336,0.830561775503574,0.976753472222222
"9",9,13,2,0.367784102646962,0.825019370863932,0.97549420332937
"10",10,13,2,0.287112571293282,0.809457514609171,0.970571075170949
"11",11,13,2,0.143093541632394,0.835063117189142,0.975372543240804
"12",12,13,2,0.425841708139607,0.822646652930172,0.931265306122449
"13",13,13,2,0.645275425471095,0.838471364203427,0.974702823830115
"14",14,13,2,0.220813041284932,0.824267605447933,0.971632653061224
"15",15,13,2,0.524303987124601,0.867629683940042,0.962853185595568
"16",16,13,2,0.574431533635363,0.861939544253519,0.965225
"17",17,13,2,0.437340475133973,0.873512975401757,0.9590931046975
"18",18,13,2,0.312984903674023,0.826904236907502,0.971469363474122
"19",19,13,2,0.481616409284485,0.8223125209802,0.949406533384685
"20",20,13,2,0.422434242658358,0.868522374184005,0.949446366782007
