"",".sample","target1","target2","line","group","gini"
"1",1,20,2,0.329089190396478,0.769491218290253,0.915925925925926
"2",2,20,2,0.306804869902947,0.865922251679322,0.921262573707943
"3",3,20,2,0.242083297511215,0.644133502352448,0.88671875
"4",4,20,2,0.359358664136609,0.76851181477001,0.913703703703704
"5",5,20,2,0.442793035494737,0.731294722661092,0.900351541373716
"6",6,20,2,0.439941317869445,0.743851773142796,0.925760099958351
"7",7,20,2,0.342855646367425,0.765289080334993,0.894671280276817
"8",8,20,2,0.458879442917201,0.69923384511976,0.809073724007561
"9",9,20,2,0.423198474336057,0.823176596060537,0.908442330558858
"10",10,20,2,0.318926668201033,0.68296067755695,0.835829072315559
"11",11,20,2,0.598010143050975,0.804630171007219,0.893017854550733
"12",12,20,2,0.359521278964251,0.757020971325325,0.888180272108844
"13",13,20,2,0.427514778478375,0.774329881638846,0.919498010407101
"14",14,20,2,0.317695238005883,0.659483468320162,0.894173602853746
"15",15,20,2,0.491302608994342,0.765677164655608,0.905271502179944
"16",16,20,2,0.407719600426676,0.712740639194563,0.8576
"17",17,20,2,0.285671235296822,0.676379291227413,0.790008650519031
"18",18,20,2,0.404279955688304,0.716896467408921,0.870373337606153
"19",19,20,2,0.186857662846906,0.784768100116617,0.919875130072841
"20",20,20,2,0.750927358024748,0.776689564862623,0.916591217745586
