"",".sample","target1","target2","line","group","gini"
"1",1,9,2,0.336415523315416,0.723108074648692,0.876232741617357
"2",2,9,2,0.248020207468051,0.874853642496546,0.924153645833333
"3",3,9,2,0.627643343942762,0.794379455822865,0.90093537414966
"4",4,9,2,0.399877816739888,0.712175196595843,0.915678670360111
"5",5,9,2,0.346505361955624,0.701656576869848,0.85230909922268
"6",6,9,2,0.349854564886164,0.733232429423275,0.893961927424152
"7",7,9,2,0.364534806400214,0.736422169643202,0.896501669327914
"8",8,9,2,0.384092328259234,0.798230810517404,0.919667590027701
"9",9,9,2,0.77534987559983,0.828998306920905,0.890717878372199
"10",10,9,2,0.446043986185281,0.746227493537707,0.925496864704007
"11",11,9,2,0.552201712762628,0.783642750412725,0.845937324075812
"12",12,9,2,0.377719610373055,0.766209865340663,0.909551986475063
"13",13,9,2,0.627867880594357,0.797626035128466,0.839181835241133
"14",14,9,2,0.533134327849466,0.823340710358104,0.902975778546713
"15",15,9,2,0.424426006626245,0.653739032208047,0.923076923076923
"16",16,9,2,0.397585227243281,0.783244477549293,0.890717878372199
"17",17,9,2,0.484533579169066,0.726669814313102,0.908478726660545
"18",18,9,2,0.675246819467368,0.768418142468604,0.917100242802636
"19",19,9,2,0.596520916062437,0.769837256284361,0.88578125
"20",20,9,2,0.427872112509685,0.705506635772472,0.902292060491493
