"",".sample","target1","target2","line","group","gini"
"1",1,17,8,0.308796243774407,0.696295218083699,0.898257129923042
"2",2,17,8,0.611805649350661,0.801611160800782,0.888888888888889
"3",3,17,8,0.440706443887509,0.81599718572474,0.894132653061224
"4",4,17,8,0.316531595368211,0.697636642217593,0.923656509695291
"5",5,17,8,0.29650998274739,0.726128427410062,0.894132653061224
"6",6,17,8,0.409824498533494,0.784640317584784,0.925496864704007
"7",7,17,8,0.50630902634149,0.835131950045537,0.915925925925926
"8",8,17,8,0.361278534126651,0.924181348126027,0.911802685950413
"9",9,17,8,0.422370910015908,0.793763733126812,0.8808245028306
"10",10,17,8,0.414862545417578,0.818933624416628,0.881909950328473
"11",11,17,8,0.452016887839509,0.808916132362568,0.853333333333333
"12",12,17,8,0.320070986016617,0.818834934866142,0.88578125
"13",13,17,8,0.416549641752185,0.816024062161274,0.919986419194206
"14",14,17,8,0.399126665156799,0.773938826943656,0.90093537414966
"15",15,17,8,0.348179387780279,0.808018393009474,0.898384353741497
"16",16,17,8,0.333892706030829,0.789512436991401,0.921670740780104
"17",17,17,8,0.672216443611559,0.831131820152844,0.912577479338843
"18",18,17,8,0.451083993034597,0.807304338585885,0.915925925925926
"19",19,17,8,0.488512264289532,0.767243866436969,0.924223115380845
"20",20,17,8,0.218334573851868,0.648803478985055,0.87998718154142
