"",".sample","target1","target2","line","group","gini"
"1",1,16,18,0.317228778109285,0.693371937791098,0.921481760769158
"2",2,16,18,0.21059902849234,0.755099654540641,0.915925925925926
"3",3,16,18,0.375014088024262,0.79334172929859,0.9189453125
"4",4,16,18,0.623776693978006,0.806806389110757,0.919498010407101
"5",5,16,18,0.355543350276486,0.77279067247526,0.881909950328473
"6",6,16,18,0.383611966822583,0.769649324510743,0.800389273356401
"7",7,16,18,0.25977138148011,0.623370379199975,0.8981
"8",8,16,18,0.589186270994433,0.796910738415248,0.90093537414966
"9",9,16,18,0.0800552511777717,0.752065142350751,0.926384839650146
"10",10,16,18,0.519236479518018,0.78336537014222,0.918246588576259
"11",11,16,18,0.417072037136392,0.720845818278561,0.920014177693762
"12",12,16,18,0.4826101981475,0.77160596774104,0.914388020833333
"13",13,16,18,0.486092751235956,0.755928228603172,0.905441232167656
"14",14,16,18,0.573652427607003,0.764173276456931,0.780925605536332
"15",15,16,18,0.308985698114148,0.81930926449114,0.910360110803324
"16",16,16,18,0.650936632257208,0.78776449024082,0.927977071005917
"17",17,16,18,0.411364811691245,0.710485198376607,0.894854253420583
"18",18,16,18,0.131886850152175,0.888705107241985,0.88296875
"19",19,16,18,0.193242010964901,0.724466971851237,0.923885880882965
"20",20,16,18,0.4331191194369,0.765777049888522,0.9179
