"",".sample","target1","target2","line","group","gini"
"1",1,19,11,0.196736769442727,0.549799251101302,0.806189248165047
"2",2,19,11,0.525597736623994,0.761282757732003,0.862015235457064
"3",3,19,11,0.532969318897661,0.729396578104884,0.866170360110803
"4",4,19,11,0.326692663149982,0.830884724386454,0.908442330558858
"5",5,19,11,0.285267896329891,0.679073898611761,0.923539201183432
"6",6,19,11,0.428185290839116,0.674593144763782,0.917844616856202
"7",7,19,11,0.413083960212546,0.750355663219873,0.918246588576259
"8",8,19,11,0.344829092561414,0.725250196386429,0.918973471741638
"9",9,19,11,0.304352579691891,0.749032707528525,0.881909950328473
"10",10,19,11,0.404693923345654,0.684814378500846,0.843685494464252
"11",11,19,11,0.132191967406323,0.897741308562644,0.908442330558858
"12",12,19,11,0.335537032467426,0.71952534916388,0.91
"13",13,19,11,0.443393653620781,0.769026370901145,0.919986419194206
"14",14,19,11,0.344703977862734,0.668551746972444,0.918973471741638
"15",15,19,11,0.350388517405097,0.753881116778219,0.92487510604204
"16",16,19,11,0.461018759458121,0.786289192346559,0.913703703703704
"17",17,19,11,0.357560698674102,0.815732393140025,0.921262573707943
"18",18,19,11,0.382406153282205,0.780037476164723,0.921670740780104
"19",19,19,11,0.596526790493904,0.77833839609324,0.872427983539095
"20",20,19,11,0.584950194360075,0.807604184930068,0.843685494464252
