"",".sample","target1","target2","line","group","gini"
"1",1,19,15,0.387140597292967,0.843010690430839,0.975698798431771
"2",2,19,15,0.328399514964399,0.850998171486435,0.97670317119054
"3",3,19,15,0.560698968713429,0.860355515059534,0.956258966454015
"4",4,19,15,0.508502302697992,0.864361952153955,0.977084668725599
"5",5,19,15,0.485811408934883,0.857000963228427,0.964067063277447
"6",6,19,15,0.559348069233653,0.900300479945075,0.963568793402778
"7",7,19,15,0.174465818060726,0.803695513389711,0.976048773406881
"8",8,19,15,0.690581911683374,0.889291572505323,0.957281729259751
"9",9,19,15,0.512286762257751,0.850775551998112,0.95991847826087
"10",10,19,15,0.285821490437744,0.795342644962623,0.969651442307692
"11",11,19,15,0.251758110522606,0.863450662474922,0.957221350078493
"12",12,19,15,0.499439045489739,0.855024251367635,0.976349623785521
"13",13,19,15,0.535227888098271,0.869922724891007,0.966865625956535
"14",14,19,15,0.437644035691992,0.86494942255071,0.958639846158542
"15",15,19,15,0.0462242818197144,0.901906852855336,0.971588529612731
"16",16,19,15,0.3514150057464,0.830293254853405,0.971179138321995
"17",17,19,15,0.544179555638129,0.849277875198534,0.964283062300438
"18",18,19,15,0.445552231937375,0.874758413393343,0.970299162033049
"19",19,19,15,0.863592536411637,0.924807405401572,0.975316387236344
"20",20,19,15,0.366906720304265,0.879854546462833,0.975430863793668
