"",".sample","target1","target2","line","group","gini"
"1",1,8,14,0.539326354673036,0.896002057570243,0.977080137336548
"2",2,8,14,0.238488410898159,0.822387275516368,0.976077428780131
"3",3,8,14,0.474464709155585,0.875937936156364,0.959479231986622
"4",4,8,14,0.381800402505341,0.794170941798878,0.959622191443521
"5",5,8,14,0.590700266415549,0.861955839684085,0.968292864038019
"6",6,8,14,0.638098575649769,0.87050179913096,0.974626808248692
"7",7,8,14,0.150099632080207,0.823183463314414,0.973087873191751
"8",8,8,14,0.661350673874012,0.84436577006028,0.9635557690628
"9",9,8,14,0.402513046763493,0.856707323854295,0.975052933542791
"10",10,8,14,0.497418019132353,0.88544186516058,0.970103995867119
"11",11,8,14,0.620939187248204,0.885476559439803,0.957846219590367
"12",12,8,14,0.301201138793991,0.871811422432582,0.975778546712803
"13",13,8,14,0.214553373071926,0.843769657669231,0.968237298420033
"14",14,8,14,0.0529387695473921,0.928985914956689,0.972395049527189
"15",15,8,14,0.196654030024671,0.866763902723935,0.967440407535563
"16",16,8,14,0.484089348706851,0.864108340764586,0.957040212534718
"17",17,8,14,0.391821709442201,0.883215635041511,0.973616345963103
"18",18,8,14,0.588328210007231,0.866945600404532,0.965151096859139
"19",19,8,14,0.319877530574114,0.87906375316079,0.978504900582823
"20",20,8,14,0.433004572268133,0.857939183533114,0.97555674261821
