"",".sample","target1","target2","line","group","gini"
"1",1,1,13,0.854960124500992,0.79957401740023,0.869623882610896
"2",2,1,13,0.467556167784348,0.657235644260128,0.872427983539095
"3",3,1,13,0.608880799242399,0.783260926446053,0.925702479338843
"4",4,1,13,0.416191492148323,0.80030387438307,0.912577479338843
"5",5,1,13,0.48999114122018,0.780253748365589,0.914388020833333
"6",6,1,13,0.542557053273295,0.751941919739669,0.898148148148148
"7",7,1,13,0.456863656417952,0.717371960351956,0.912937911897329
"8",8,1,13,0.525753072397855,0.780972417872497,0.925760099958351
"9",9,1,13,0.241188000344226,0.717149461006661,0.927999288002848
"10",10,1,13,0.321937569713268,0.82895040999947,0.88296875
"11",11,1,13,0.356224846975866,0.732165480718904,0.925619834710744
"12",12,1,13,0.270182923766955,0.753135284145627,0.922200520833333
"13",13,1,13,0.154040924355935,0.88151898934397,0.913703703703704
"14",14,1,13,0.517106487129624,0.716737910923167,0.9275
"15",15,1,13,0.523363565778269,0.714710499322902,0.879743941472337
"16",16,1,13,0.311579552460809,0.813874895355253,0.90093537414966
"17",17,1,13,0.699812905195729,0.821742695453651,0.927977071005917
"18",18,1,13,0.677282558889315,0.817491041468313,0.868343195266272
"19",19,1,13,0.475845018868941,0.746479755828326,0.914530993561419
"20",20,1,13,0.550487231005903,0.756423967068734,0.843685494464252
