"",".sample","target1","target2","line","group","gini"
"1",1,7,13,0.470601823282703,0.845681513734062,0.96464264718233
"2",2,7,13,0.293586916177426,0.842571461209762,0.974268899954731
"3",3,7,13,0.527452028427137,0.876446117608828,0.976930717190457
"4",4,7,13,0.377069243674551,0.857646138754513,0.9777449910732
"5",5,7,13,0.199699970426823,0.844607290687009,0.97287297150556
"6",6,7,13,0.416785979119934,0.864577683521303,0.97328285559762
"7",7,7,13,0.719176784360334,0.878331303428283,0.978935457870916
"8",8,7,13,0.638106657339903,0.873600574667301,0.961285609934259
"9",9,7,13,0.226996053706018,0.832499051716709,0.970897351305495
"10",10,7,13,0.219777246724322,0.873270433273941,0.975833942050158
"11",11,7,13,0.216421117416721,0.867918166931991,0.980192307692308
"12",12,7,13,0.543355766403855,0.876930726296659,0.977073380844232
"13",13,7,13,0.101216509630224,0.928155134593136,0.977230010180907
"14",14,7,13,0.515093584711116,0.880304063046339,0.972125135586508
"15",15,7,13,0.37482271963532,0.867177966649547,0.976251281948159
"16",16,7,13,0.60500336284033,0.896772575633584,0.971734375331819
"17",17,7,13,0.577809089148431,0.862402032583964,0.9642266746016
"18",18,7,13,0.641441804957374,0.867439524290466,0.970997732426304
"19",19,7,13,0.544850307436793,0.86081622768964,0.972131519274376
"20",20,7,13,0.348681503469268,0.873711938270889,0.971552190373175
