"",".sample","target1","target2","line","group","gini"
"1",1,8,6,0.357857310346866,0.676179977366909,0.89128494943486
"2",2,8,6,0.552434449425409,0.771139615002101,0.915678670360111
"3",3,8,6,0.344162151505794,0.732619993032611,0.915925925925926
"4",4,8,6,0.200315470059348,0.644382693001001,0.909478305785124
"5",5,8,6,0.323297223828112,0.699810977540444,0.890717878372199
"6",6,8,6,0.24767688303201,0.859333923127298,0.927999288002848
"7",7,8,6,0.231573339901269,0.697542930934147,0.92076218242399
"8",8,8,6,0.658147683720307,0.818917835416369,0.919305293005671
"9",9,8,6,0.172212904454338,0.761784289747135,0.898243576716505
"10",10,8,6,0.504925368182306,0.774202558090625,0.923171104989287
"11",11,8,6,0.604633628388554,0.79425089667831,0.923656509695291
"12",12,8,6,0.383374201254714,0.700441328564415,0.917100242802636
"13",13,8,6,0.370771801802351,0.720802810469565,0.914388020833333
"14",14,8,6,0.244770100201994,0.689354227653573,0.917178638941399
"15",15,8,6,0.474424577793651,0.749437523606258,0.925496864704007
"16",16,8,6,0.25843828944017,0.656338166631515,0.915678670360111
"17",17,8,6,0.450243838129697,0.74964248795525,0.887792132384962
"18",18,8,6,0.496741635731127,0.785968803898217,0.910027744748315
"19",19,8,6,0.410683445073712,0.757502787593557,0.898384353741497
"20",20,8,6,0.542293423575684,0.804494999548976,0.91
