"",".sample","target1","target2","line","group","gini"
"1",1,15,19,0.43721435236971,0.717168768623402,0.9189453125
"2",2,15,19,0.134249779808429,0.61232326341621,0.92076218242399
"3",3,15,19,0.179357774030348,0.790008358740322,0.919986419194206
"4",4,15,19,0.618213184584593,0.740559615299,0.806189248165047
"5",5,15,19,0.532890322658494,0.762025808805392,0.852264426588751
"6",6,15,19,0.385173565622697,0.67433929370145,0.872427983539095
"7",7,15,19,0.448216946393328,0.789396054047604,0.922023540063377
"8",8,15,19,0.611963830733302,0.807358684023315,0.918246588576259
"9",9,15,19,0.492087980691206,0.760510922066498,0.896501669327914
"10",10,15,19,0.269841756421791,0.656791316119566,0.90738813735692
"11",11,15,19,0.469967734625673,0.763395964400274,0.86328125
"12",12,15,19,0.368066479134111,0.82367590324217,0.913703703703704
"13",13,15,19,0.337346287671527,0.749464209231551,0.906841535965387
"14",14,15,19,0.575169508832277,0.842620483562481,0.913016033329125
"15",15,15,19,0.640569644095231,0.794732354910929,0.88578125
"16",16,15,19,0.439714232529084,0.738643056070897,0.905271502179944
"17",17,15,19,0.130854128875334,0.714410866471162,0.920014177693762
"18",18,15,19,0.49811632047607,0.817324925274444,0.925619834710744
"19",19,15,19,0.0488188412699121,0.904920378423281,0.925619834710744
"20",20,15,19,0.43825588504781,0.7747653311869,0.922200520833333
