"",".sample","target1","target2","line","group","gini"
"1",1,16,1,0.0263853324123836,0.959968414196928,0.974212353150587
"2",2,16,1,0.368574772790219,0.883020001378332,0.980174477198287
"3",3,16,1,0.297176153992816,0.898278349261134,0.975419995804809
"4",4,16,1,0.606502076468005,0.917689800128199,0.965240021644464
"5",5,16,1,0.560191130685155,0.90850698411655,0.974875419611768
"6",6,16,1,0.261366964147095,0.888162689847358,0.974190848214286
"7",7,16,1,0.333089335772914,0.814501436887143,0.974788743622449
"8",8,16,1,0.565459300366107,0.897981609930131,0.968899468800282
"9",9,16,1,0.668272112359283,0.859432976376214,0.955558802045289
"10",10,16,1,0.455664072503697,0.891689977031338,0.977682535345946
"11",11,16,1,0.298387238499985,0.853902435907808,0.957192147531231
"12",12,16,1,0.202928856747245,0.88444973173364,0.958165367732688
"13",13,16,1,0.375659841044173,0.903515973162988,0.97805513389929
"14",14,16,1,0.24636478644443,0.863492797031645,0.967203782084602
"15",15,16,1,0.565342893898942,0.853778252587574,0.971488090228095
"16",16,16,1,0.742519551667663,0.83200437539245,0.951760409057706
"17",17,16,1,0.298106285548662,0.872988472511513,0.974958884799123
"18",18,16,1,0.644808103210267,0.867210060716061,0.969183873264507
"19",19,16,1,0.568251823545537,0.896818049465146,0.967043726970548
"20",20,16,1,0.362599488720577,0.841266358872361,0.973844794209242
