"",".sample","target1","target2","line","group","gini"
"1",1,11,15,0.330878317944074,0.795886375376665,0.971669668728953
"2",2,11,15,0.327158200990826,0.878622985404593,0.962452457891275
"3",3,11,15,0.488536026983729,0.841891119084649,0.962592230902778
"4",4,11,15,0.513469331221861,0.848154094939617,0.977100694444444
"5",5,11,15,0.211788457673125,0.821595044957619,0.94090077732053
"6",6,11,15,0.608408107164574,0.859522273222251,0.95589300809081
"7",7,11,15,0.426667762963117,0.848991305432042,0.949112900531257
"8",8,11,15,0.483650164576256,0.849742152572543,0.965420056857171
"9",9,11,15,0.571014881512949,0.893023530220832,0.975246207080117
"10",10,11,15,0.458139001509126,0.820292661006713,0.959828905666211
"11",11,11,15,0.591269365094254,0.837918395189763,0.954195334557715
"12",12,11,15,0.246090862284417,0.789535491246185,0.967614517190851
"13",13,11,15,0.314840488820331,0.841387147931299,0.972587452317182
"14",14,11,15,0.54244821531498,0.895608940699294,0.969888898240889
"15",15,11,15,0.472529125761345,0.92994647525654,0.97529242509539
"16",16,11,15,0.319222802319992,0.866711440036279,0.97953125
"17",17,11,15,0.388149975339382,0.860402739273465,0.975206611570248
"18",18,11,15,0.244766053674841,0.854365923827887,0.978833369859011
"19",19,11,15,0.507425472470458,0.866378947983686,0.977831970058765
"20",20,11,15,0.18996086275701,0.863542032624801,0.96851089618949
