"",".sample","target1","target2","line","group","gini"
"1",1,18,14,0.33722074258413,0.830905958415207,0.970922353316326
"2",2,18,14,0.602646550035685,0.9023733202776,0.978444318904032
"3",3,18,14,0.332351077208344,0.841145782716798,0.970150995355784
"4",4,18,14,0.562452751696307,0.87430261751305,0.974901406035665
"5",5,18,14,0.688208676498636,0.887739591407586,0.947069387755102
"6",6,18,14,0.39285714183806,0.905970825737275,0.973945578231292
"7",7,18,14,0.53459875697957,0.858288243295115,0.963485268194409
"8",8,18,14,0.513841025298079,0.836719227818271,0.965521918402778
"9",9,18,14,0.538260001358749,0.901895635272942,0.970996732026144
"10",10,18,14,0.434996334929477,0.881543888889807,0.975654967869501
"11",11,18,14,0.529070171844282,0.88465921864249,0.973436814706051
"12",12,18,14,0.555761933795042,0.862437845564716,0.950594550731875
"13",13,18,14,0.423781586856533,0.874561804833074,0.964934844330122
"14",14,18,14,0.202845886772046,0.938026997794744,0.975407407407407
"15",15,18,14,0.555467622137911,0.882377811157776,0.97561889769682
"16",16,18,14,0.592566367560758,0.898346139123319,0.958395653368334
"17",17,18,14,0.245892366902408,0.851038426833532,0.977924055951401
"18",18,18,14,0.70719662162253,0.850510831167788,0.967355227530789
"19",19,18,14,0.213606228668324,0.83080447188257,0.974674337102427
"20",20,18,14,0.407141397525558,0.844586905438677,0.966922660897783
