"set","x","y","group",".sample","target1","target2"
5,-1.70861016402465,-1.51661602738325,1,1,9,18
5,1.08918023019575,1.69064524913457,2,1,9,18
5,-1.57568048428192,-1.03451104504263,1,1,9,18
5,-1.50179450357721,-1.52117951950526,1,1,9,18
5,-1.42496925414196,-0.846166259967865,1,1,9,18
5,-1.34896257722213,-1.31167943138525,1,1,9,18
5,-0.140342361954376,-0.599275989505977,3,1,9,18
5,0.406311587806603,-0.959450110004147,3,1,9,18
5,0.533281596164588,-0.870975985180681,3,1,9,18
5,1.7832383865549,1.93347583073459,2,1,9,18
5,-0.971374455076909,-0.417191246093991,1,1,9,18
5,-0.922786462609097,-1.02560472147949,1,1,9,18
5,-0.844600598469475,-1.06027299064077,1,1,9,18
5,1.56968304195961,1.69781635787179,2,1,9,18
5,0.111348707418091,-0.611405818576095,3,1,9,18
5,-0.618187221639991,-1.13387013902399,1,1,9,18
5,0.239362771857813,-1.66751484281837,3,1,9,18
5,-0.476072576485247,0.325203200318719,1,1,9,18
5,-0.573654915542934,0.269500611280418,1,1,9,18
5,0.475553009048631,-0.931273335325771,3,1,9,18
5,-0.266364410416048,-0.327004250028624,3,1,9,18
5,-0.167901042291463,-0.070359605992307,3,1,9,18
5,1.41305456433762,1.72155869333663,2,1,9,18
5,-0.0323019249821796,0.0411501703705099,3,1,9,18
5,0.0307088995396071,0.398782469535097,3,1,9,18
5,0.108637266295451,0.0196002793526798,3,1,9,18
5,0.182330213059995,-0.30186097646318,3,1,9,18
5,-1.01788721828483,0.306190933039133,1,1,9,18
5,0.327690904071068,0.0861639784271559,3,1,9,18
5,-0.524204030465395,0.100862354138605,1,1,9,18
5,0.462674420051475,1.2252347995452,2,1,9,18
5,0.539503841712299,0.897718183969277,2,1,9,18
5,0.627912920285442,0.525687138057124,2,1,9,18
5,0.68685687471773,0.766928787966526,2,1,9,18
5,0.183453736605197,-1.0017578050828,3,1,9,18
5,-1.49340664226945,-0.0354677750798747,1,1,9,18
5,0.857216523457473,-1.14530276530695,3,1,9,18
5,0.618744104916574,-0.619317489963005,3,1,9,18
5,-1.48327949166771,0.910123964554813,1,1,9,18
5,1.12934207211414,0.781575958574127,2,1,9,18
5,1.21298650752733,1.26274043884289,2,1,9,18
5,1.27215524517598,1.16547343111893,2,1,9,18
5,1.34091043578699,0.98880611456397,2,1,9,18
5,-1.59882067062346,0.782350628216796,1,1,9,18
5,1.48906314536607,1.11046855690074,2,1,9,18
5,-1.63118716764267,-1.19603690389195,1,2,9,18
5,-1.55654756959323,-1.39602988063693,1,2,9,18
5,-1.48704621108588,-1.48546889948748,1,2,9,18
5,-1.41850194317923,-1.00197787864218,1,2,9,18
5,-0.177721159525704,0.557782534011804,2,2,9,18
5,-1.00081697511732,-1.54197963971231,1,2,9,18
5,-1.18357474146726,-1.12937362313781,1,2,9,18
5,0.432312347238661,0.0986629252988262,3,2,9,18
5,-0.768478199430843,-1.25486729800071,1,2,9,18
5,0.841608348583352,1.13951532821193,2,2,9,18
5,-1.71697003669006,-1.31025264204015,1,2,9,18
5,-0.61089632038946,-0.900518476849304,1,2,9,18
5,0.685962685365002,-0.160269211911642,3,2,9,18
5,1.21538974404239,-0.319724032354377,3,2,9,18
5,-0.572963050951559,-0.347630608711633,1,2,9,18
5,-0.48924369339561,-0.341568200545665,1,2,9,18
5,-0.412009956630695,-0.49682178747555,1,2,9,18
5,-0.357065452284172,-0.18498238104804,1,2,9,18
5,-0.280670060374753,-0.00335468093922185,1,2,9,18
5,-0.188031098725905,-0.299569962994964,1,2,9,18
5,0.879051892035687,1.10436269783455,2,2,9,18
5,0.418727682604549,0.573990571963221,3,2,9,18
5,-1.3622753113957,-1.3631738135413,1,2,9,18
5,-0.297190353969399,1.20953847204252,2,2,9,18
5,1.41087015030211,-0.430411438889196,3,2,9,18
5,-1.02784416992672,-0.712415933065836,1,2,9,18
5,0.315606889594947,0.263664743012149,3,2,9,18
5,0.392734316935941,0.231124172689196,3,2,9,18
5,0.483108211939636,0.606694973366372,3,2,9,18
5,0.54099457664999,0.759449036022745,3,2,9,18
5,0.619499413601451,1.61045285001426,2,2,9,18
5,0.705064211802754,0.464596542987807,3,2,9,18
5,-0.30878537885431,0.744470098506955,2,2,9,18
5,-1.08979739890827,-1.28915067509385,1,2,9,18
5,1.55400772640322,0.533715795825884,2,2,9,18
5,2.02716863519239,-0.874319962865767,3,2,9,18
5,1.07723024432454,1.21877761683524,2,2,9,18
5,1.15363891815469,1.40465264862283,2,2,9,18
5,0.201639000579966,1.63868979528832,2,2,9,18
5,0.552433724187774,0.762445185988167,3,2,9,18
5,1.09730158987185,1.1926196937908,2,2,9,18
5,1.0194851920012,0.122277896335734,3,2,9,18
5,1.54296735318877,1.83885065983044,2,2,9,18
5,-1.2858036013029,-1.2528682486658,1,2,9,18
5,0.0566169962407861,1.2164319420219,2,2,9,18
5,1.01456839129494,1.49720575006024,1,3,9,18
5,0.416126751925625,-0.78994863862037,2,3,9,18
5,-1.57344039049062,-1.60488179667101,2,3,9,18
5,1.09233138895231,1.46266365610174,1,3,9,18
5,-1.42113115225065,-0.914298912940953,2,3,9,18
5,0.185926958272949,-0.404877239669659,2,3,9,18
5,-1.26896920978711,-1.21326375976216,2,3,9,18
5,-1.1827138729656,-1.46735599661783,2,3,9,18
5,-1.08406026912323,-0.654487388245773,2,3,9,18
5,-0.104241927951287,-1.20920862380952,2,3,9,18
5,-1.30886302056218,-0.70951833092305,2,3,9,18
5,-0.292703356828926,-0.0198427061613006,3,3,9,18
5,-0.767812596327191,-1.03976598396015,2,3,9,18
5,-0.697076699813312,-1.04144550857173,2,3,9,18
5,-0.616037113407566,-0.322153217615239,3,3,9,18
5,-0.269790925832523,-0.489747617225102,3,3,9,18
5,-0.454806468754697,0.055479948609286,3,3,9,18
5,1.65944658454365,1.40482172954647,1,3,9,18
5,-0.298059769067853,-0.652467071213584,3,3,9,18
5,-0.218639009509104,-0.309306824308562,3,3,9,18
5,-0.141917040341381,-0.621744040625834,3,3,9,18
5,-0.0596379961566531,0.562596106391001,3,3,9,18
5,1.65420203697532,1.9017549943791,1,3,9,18
5,-1.17674029004685,0.141935000993152,3,3,9,18
5,0.179787505391839,-0.39243593000795,2,3,9,18
5,0.240433160240941,0.724138681050559,3,3,9,18
5,0.316399048035931,0.320405943593189,3,3,9,18
5,-0.769105054478493,0.409446350166307,3,3,9,18
5,0.249999965459863,-0.7472765957876,2,3,9,18
5,-0.6080768021498,-0.181283035848615,3,3,9,18
5,0.512673427250013,-0.350900745651463,2,3,9,18
5,0.925694197234695,-1.10255265780064,2,3,9,18
5,0.790129996509845,1.11312183833249,1,3,9,18
5,-0.106876480164479,-0.905515876958151,2,3,9,18
5,0.973011236249681,1.16461383842672,1,3,9,18
5,1.04222195183419,1.06939374096324,1,3,9,18
5,-0.283197581282896,-0.646178203385147,3,3,9,18
5,-1.43236043595594,-0.176609928670345,3,3,9,18
5,1.28027972972943,1.16952306865667,1,3,9,18
5,1.98756422698882,0.784928258930633,1,3,9,18
5,1.2761232210483,1.56150807310712,1,3,9,18
5,1.33544443379684,1.23304063472343,1,3,9,18
5,1.60656154540947,2.16232704617858,1,3,9,18
5,-1.62299103146514,0.404717568416979,3,3,9,18
5,-0.979677262431158,-1.17655559757518,2,3,9,18
5,-1.578848461112,-1.60475788031977,1,4,9,18
5,1.4099799397811,0.0368208939713378,2,4,9,18
5,-1.43236054095353,-1.5430638156057,1,4,9,18
5,-0.283762116979878,0.252587648004409,3,4,9,18
5,1.20380607875573,-0.652810561171487,2,4,9,18
5,-0.70939239639787,-1.62862172753379,1,4,9,18
5,-1.65769736283759,-0.909064997059448,1,4,9,18
5,-0.114002588801328,0.961691475479378,3,4,9,18
5,-0.949804930119509,-1.21492616320045,1,4,9,18
5,-0.896760584679745,-1.42782870484791,1,4,9,18
5,-1.12316026484914,-1.10900064644221,1,4,9,18
5,-0.714016851651803,-0.631391675748533,1,4,9,18
5,-1.58241315935004,-1.35698086730177,1,4,9,18
5,-1.82733425383085,-1.14858607573261,1,4,9,18
5,-0.48524532396437,0.0421183126934456,3,4,9,18
5,-0.0482144280810197,0.83450083261678,3,4,9,18
5,0.958722421290666,-0.542426586844588,2,4,9,18
5,-0.269649131058408,-0.42896819944542,3,4,9,18
5,0.529620200705894,1.32090156079361,2,4,9,18
5,-0.114762430696399,-0.17535358253801,3,4,9,18
5,-0.0325185901939765,0.41947397741803,3,4,9,18
5,0.0316206622872082,-0.197344730361862,3,4,9,18
5,0.107387396526306,-0.264004347288275,3,4,9,18
5,0.196278148122462,0.0825266462681118,3,4,9,18
5,1.21936123914529,-0.337989309096087,2,4,9,18
5,-0.616636240741734,-0.422627720959806,1,4,9,18
5,0.41771059946295,-0.00259806135974794,3,4,9,18
5,0.453669910858327,0.884359222611077,2,4,9,18
5,0.811698064232694,-0.760830229365763,2,4,9,18
5,-0.175308383989015,0.737708196203158,3,4,9,18
5,0.726810005932177,0.811101094966613,2,4,9,18
5,-0.231982718396761,1.10911101153217,3,4,9,18
5,0.895030914090224,0.736933097237211,2,4,9,18
5,0.270445332747408,1.33446646850832,2,4,9,18
5,1.04625538864914,1.18333310674975,2,4,9,18
5,1.13470536689011,1.02358451216975,2,4,9,18
5,-1.19280655908956,-1.32210430222613,1,4,9,18
5,1.27390576391626,1.57233576291175,2,4,9,18
5,1.3649020306047,0.383742454929104,2,4,9,18
5,1.13757221212113,0.133065240830777,2,4,9,18
5,-1.69842225748183,-1.48754258630201,1,4,9,18
5,1.57577817147233,1.42558924472564,2,4,9,18
